date,transect_id,island_orientation
2016-01-03,T1,177.92584967556778
2016-01-03,T2,177.92584967556778
2016-01-03,T3,177.92584967556778
2016-01-03,T4,177.92584967556778
2016-01-03,T5,177.92584967556778
2016-01-03,T6,177.92584967556778
2016-01-03,T7,177.92584967556778
2016-01-03,T8,177.92584967556778
2016-01-03,T9,177.92584967556778
2016-01-03,T10,177.92584967556778
2016-01-03,T11,177.92584967556778
2016-01-03,T12,177.92584967556778
2016-01-03,T13,177.92584967556778
2016-01-03,T14,177.92584967556778
2016-01-03,T15,177.92584967556778
2016-01-03,T16,177.92584967556778
2016-01-03,T17,177.92584967556778
2016-01-03,T18,177.92584967556778
2016-01-03,T19,177.92584967556778
2016-01-23,T1,
2016-01-23,T2,
2016-01-23,T3,
2016-01-23,T4,
2016-01-23,T5,
2016-01-23,T6,
2016-01-23,T7,
2016-01-23,T8,
2016-01-23,T9,
2016-01-23,T10,
2016-01-23,T11,
2016-01-23,T12,
2016-01-23,T13,
2016-01-23,T14,
2016-01-23,T15,
2016-01-23,T16,
2016-01-23,T17,
2016-01-23,T18,
2016-01-23,T19,
2016-02-02,T1,178.27161462651048
2016-02-02,T2,178.27161462651048
2016-02-02,T3,178.27161462651048
2016-02-02,T4,178.27161462651048
2016-02-02,T5,178.27161462651048
2016-02-02,T6,178.27161462651048
2016-02-02,T7,178.27161462651048
2016-02-02,T8,178.27161462651048
2016-02-02,T9,178.27161462651048
2016-02-02,T10,178.27161462651048
2016-02-02,T11,178.27161462651048
2016-02-02,T12,178.27161462651048
2016-02-02,T13,178.27161462651048
2016-02-02,T14,178.27161462651048
2016-02-02,T15,178.27161462651048
2016-02-02,T16,178.27161462651048
2016-02-02,T17,178.27161462651048
2016-02-02,T18,178.27161462651048
2016-02-02,T19,178.27161462651048
2016-02-12,T1,0.6510952375561772
2016-02-12,T2,0.6510952375561772
2016-02-12,T3,0.6510952375561772
2016-02-12,T4,0.6510952375561772
2016-02-12,T5,0.6510952375561772
2016-02-12,T6,0.6510952375561772
2016-02-12,T7,0.6510952375561772
2016-02-12,T8,0.6510952375561772
2016-02-12,T9,0.6510952375561772
2016-02-12,T10,0.6510952375561772
2016-02-12,T11,0.6510952375561772
2016-02-12,T12,0.6510952375561772
2016-02-12,T13,0.6510952375561772
2016-02-12,T14,0.6510952375561772
2016-02-12,T15,0.6510952375561772
2016-02-12,T16,0.6510952375561772
2016-02-12,T17,0.6510952375561772
2016-02-12,T18,0.6510952375561772
2016-02-12,T19,0.6510952375561772
2016-03-18,T1,177.474951657541
2016-03-18,T2,177.474951657541
2016-03-18,T3,177.474951657541
2016-03-18,T4,177.474951657541
2016-03-18,T5,177.474951657541
2016-03-18,T6,177.474951657541
2016-03-18,T7,177.474951657541
2016-03-18,T8,177.474951657541
2016-03-18,T9,177.474951657541
2016-03-18,T10,177.474951657541
2016-03-18,T11,177.474951657541
2016-03-18,T12,177.474951657541
2016-03-18,T13,177.474951657541
2016-03-18,T14,177.474951657541
2016-03-18,T15,177.474951657541
2016-03-18,T16,177.474951657541
2016-03-18,T17,177.474951657541
2016-03-18,T18,177.474951657541
2016-03-18,T19,177.474951657541
2016-03-23,T1,178.37297790490106
2016-03-23,T2,178.37297790490106
2016-03-23,T3,178.37297790490106
2016-03-23,T4,178.37297790490106
2016-03-23,T5,178.37297790490106
2016-03-23,T6,178.37297790490106
2016-03-23,T7,178.37297790490106
2016-03-23,T8,178.37297790490106
2016-03-23,T9,178.37297790490106
2016-03-23,T10,178.37297790490106
2016-03-23,T11,178.37297790490106
2016-03-23,T12,178.37297790490106
2016-03-23,T13,178.37297790490106
2016-03-23,T14,178.37297790490106
2016-03-23,T15,178.37297790490106
2016-03-23,T16,178.37297790490106
2016-03-23,T17,178.37297790490106
2016-03-23,T18,178.37297790490106
2016-03-23,T19,178.37297790490106
2016-04-03,T1,1.2830037960875131
2016-04-03,T2,1.2830037960875131
2016-04-03,T3,1.2830037960875131
2016-04-03,T4,1.2830037960875131
2016-04-03,T5,1.2830037960875131
2016-04-03,T6,1.2830037960875131
2016-04-03,T7,1.2830037960875131
2016-04-03,T8,1.2830037960875131
2016-04-03,T9,1.2830037960875131
2016-04-03,T10,1.2830037960875131
2016-04-03,T11,1.2830037960875131
2016-04-03,T12,1.2830037960875131
2016-04-03,T13,1.2830037960875131
2016-04-03,T14,1.2830037960875131
2016-04-03,T15,1.2830037960875131
2016-04-03,T16,1.2830037960875131
2016-04-03,T17,1.2830037960875131
2016-04-03,T18,1.2830037960875131
2016-04-03,T19,1.2830037960875131
2016-04-12,T1,0.357357724914408
2016-04-12,T2,0.357357724914408
2016-04-12,T3,0.357357724914408
2016-04-12,T4,0.357357724914408
2016-04-12,T5,0.357357724914408
2016-04-12,T6,0.357357724914408
2016-04-12,T7,0.357357724914408
2016-04-12,T8,0.357357724914408
2016-04-12,T9,0.357357724914408
2016-04-12,T10,0.357357724914408
2016-04-12,T11,0.357357724914408
2016-04-12,T12,0.357357724914408
2016-04-12,T13,0.357357724914408
2016-04-12,T14,0.357357724914408
2016-04-12,T15,0.357357724914408
2016-04-12,T16,0.357357724914408
2016-04-12,T17,0.357357724914408
2016-04-12,T18,0.357357724914408
2016-04-12,T19,0.357357724914408
2016-04-22,T1,178.1741418259837
2016-04-22,T2,178.1741418259837
2016-04-22,T3,178.1741418259837
2016-04-22,T4,178.1741418259837
2016-04-22,T5,178.1741418259837
2016-04-22,T6,178.1741418259837
2016-04-22,T7,178.1741418259837
2016-04-22,T8,178.1741418259837
2016-04-22,T9,178.1741418259837
2016-04-22,T10,178.1741418259837
2016-04-22,T11,178.1741418259837
2016-04-22,T12,178.1741418259837
2016-04-22,T13,178.1741418259837
2016-04-22,T14,178.1741418259837
2016-04-22,T15,178.1741418259837
2016-04-22,T16,178.1741418259837
2016-04-22,T17,178.1741418259837
2016-04-22,T18,178.1741418259837
2016-04-22,T19,178.1741418259837
2016-06-06,T1,178.13285651699957
2016-06-06,T2,178.13285651699957
2016-06-06,T3,178.13285651699957
2016-06-06,T4,178.13285651699957
2016-06-06,T5,178.13285651699957
2016-06-06,T6,178.13285651699957
2016-06-06,T7,178.13285651699957
2016-06-06,T8,178.13285651699957
2016-06-06,T9,178.13285651699957
2016-06-06,T10,178.13285651699957
2016-06-06,T11,178.13285651699957
2016-06-06,T12,178.13285651699957
2016-06-06,T13,178.13285651699957
2016-06-06,T14,178.13285651699957
2016-06-06,T15,178.13285651699957
2016-06-06,T16,178.13285651699957
2016-06-06,T17,178.13285651699957
2016-06-06,T18,178.13285651699957
2016-06-06,T19,178.13285651699957
2016-06-11,T1,179.0857651527547
2016-06-11,T2,179.0857651527547
2016-06-11,T3,179.0857651527547
2016-06-11,T4,179.0857651527547
2016-06-11,T5,179.0857651527547
2016-06-11,T6,179.0857651527547
2016-06-11,T7,179.0857651527547
2016-06-11,T8,179.0857651527547
2016-06-11,T9,179.0857651527547
2016-06-11,T10,179.0857651527547
2016-06-11,T11,179.0857651527547
2016-06-11,T12,179.0857651527547
2016-06-11,T13,179.0857651527547
2016-06-11,T14,179.0857651527547
2016-06-11,T15,179.0857651527547
2016-06-11,T16,179.0857651527547
2016-06-11,T17,179.0857651527547
2016-06-11,T18,179.0857651527547
2016-06-11,T19,179.0857651527547
2016-07-08,T1,175.16774609462854
2016-07-08,T2,175.16774609462854
2016-07-08,T3,175.16774609462854
2016-07-08,T4,175.16774609462854
2016-07-08,T5,175.16774609462854
2016-07-08,T6,175.16774609462854
2016-07-08,T7,175.16774609462854
2016-07-08,T8,175.16774609462854
2016-07-08,T9,175.16774609462854
2016-07-08,T10,175.16774609462854
2016-07-08,T11,175.16774609462854
2016-07-08,T12,175.16774609462854
2016-07-08,T13,175.16774609462854
2016-07-08,T14,175.16774609462854
2016-07-08,T15,175.16774609462854
2016-07-08,T16,175.16774609462854
2016-07-08,T17,175.16774609462854
2016-07-08,T18,175.16774609462854
2016-07-08,T19,175.16774609462854
2016-07-11,T1,176.49792328077228
2016-07-11,T2,176.49792328077228
2016-07-11,T3,176.49792328077228
2016-07-11,T4,176.49792328077228
2016-07-11,T5,176.49792328077228
2016-07-11,T6,176.49792328077228
2016-07-11,T7,176.49792328077228
2016-07-11,T8,176.49792328077228
2016-07-11,T9,176.49792328077228
2016-07-11,T10,176.49792328077228
2016-07-11,T11,176.49792328077228
2016-07-11,T12,176.49792328077228
2016-07-11,T13,176.49792328077228
2016-07-11,T14,176.49792328077228
2016-07-11,T15,176.49792328077228
2016-07-11,T16,176.49792328077228
2016-07-11,T17,176.49792328077228
2016-07-11,T18,176.49792328077228
2016-07-11,T19,176.49792328077228
2016-08-09,T1,174.62847298865054
