date,transect_id,10m_v_component_of_wind,10m_u_component_of_wind,significant_height_of_combined_wind_waves_and_swell,mean_wave_period
2016-01-03,T1,-4.655213356018066,-6.340646743774414,1.2062368392944336,5.206659317016602
2016-01-03,T2,-4.655213356018066,-6.340646743774414,1.2062368392944336,5.206659317016602
2016-01-03,T3,-4.655213356018066,-6.340646743774414,1.2062368392944336,5.206659317016602
2016-01-03,T4,-4.655213356018066,-6.340646743774414,1.2062368392944336,5.206659317016602
2016-01-03,T5,-4.655213356018066,-6.340646743774414,1.2062368392944336,5.206659317016602
2016-01-03,T6,-4.655213356018066,-6.340646743774414,1.2062368392944336,5.206659317016602
2016-01-03,T7,-4.655213356018066,-6.340646743774414,1.2062368392944336,5.206659317016602
2016-01-03,T8,-4.655213356018066,-6.340646743774414,1.2062368392944336,5.206659317016602
2016-01-03,T9,-4.655213356018066,-6.340646743774414,1.2062368392944336,5.206659317016602
2016-01-03,T10,-4.655213356018066,-6.340646743774414,1.2062368392944336,5.206659317016602
2016-01-03,T11,-4.655213356018066,-6.340646743774414,1.2062368392944336,5.206659317016602
2016-01-03,T12,-4.655213356018066,-6.340646743774414,1.2062368392944336,5.206659317016602
2016-01-03,T13,-4.655213356018066,-6.340646743774414,1.2062368392944336,5.206659317016602
2016-01-03,T14,-4.655213356018066,-6.340646743774414,1.2062368392944336,5.206659317016602
2016-01-03,T15,-4.655213356018066,-6.340646743774414,1.2062368392944336,5.206659317016602
2016-01-03,T16,-4.655213356018066,-6.340646743774414,1.2062368392944336,5.206659317016602
2016-01-03,T17,-4.655213356018066,-6.340646743774414,1.2062368392944336,5.206659317016602
2016-01-03,T18,-4.655213356018066,-6.340646743774414,1.2062368392944336,5.206659317016602
2016-01-03,T19,-4.655213356018066,-6.340646743774414,1.2062368392944336,5.206659317016602
2016-01-23,T1,-1.7946691513061523,-7.586641311645508,1.1485004425048828,5.419958114624023
2016-01-23,T2,-1.7946691513061523,-7.586641311645508,1.1485004425048828,5.419958114624023
2016-01-23,T3,-1.7946691513061523,-7.586641311645508,1.1485004425048828,5.419958114624023
2016-01-23,T4,-1.7946691513061523,-7.586641311645508,1.1485004425048828,5.419958114624023
2016-01-23,T5,-1.7946691513061523,-7.586641311645508,1.1485004425048828,5.419958114624023
2016-01-23,T6,-1.7946691513061523,-7.586641311645508,1.1485004425048828,5.419958114624023
2016-01-23,T7,-1.7946691513061523,-7.586641311645508,1.1485004425048828,5.419958114624023
2016-01-23,T8,-1.7946691513061523,-7.586641311645508,1.1485004425048828,5.419958114624023
2016-01-23,T9,-1.7946691513061523,-7.586641311645508,1.1485004425048828,5.419958114624023
2016-01-23,T10,-1.7946691513061523,-7.586641311645508,1.1485004425048828,5.419958114624023
2016-01-23,T11,-1.7946691513061523,-7.586641311645508,1.1485004425048828,5.419958114624023
2016-01-23,T12,-1.7946691513061523,-7.586641311645508,1.1485004425048828,5.419958114624023
2016-01-23,T13,-1.7946691513061523,-7.586641311645508,1.1485004425048828,5.419958114624023
2016-01-23,T14,-1.7946691513061523,-7.586641311645508,1.1485004425048828,5.419958114624023
2016-01-23,T15,-1.7946691513061523,-7.586641311645508,1.1485004425048828,5.419958114624023
2016-01-23,T16,-1.7946691513061523,-7.586641311645508,1.1485004425048828,5.419958114624023
2016-01-23,T17,-1.7946691513061523,-7.586641311645508,1.1485004425048828,5.419958114624023
2016-01-23,T18,-1.7946691513061523,-7.586641311645508,1.1485004425048828,5.419958114624023
2016-01-23,T19,-1.7946691513061523,-7.586641311645508,1.1485004425048828,5.419958114624023
2016-02-02,T1,-3.1509132385253906,-4.466946601867676,0.9260188341140747,5.788567543029785
2016-02-02,T2,-3.1509132385253906,-4.466946601867676,0.9260188341140747,5.788567543029785
2016-02-02,T3,-3.1509132385253906,-4.466946601867676,0.9260188341140747,5.788567543029785
2016-02-02,T4,-3.1509132385253906,-4.466946601867676,0.9260188341140747,5.788567543029785
2016-02-02,T5,-3.1509132385253906,-4.466946601867676,0.9260188341140747,5.788567543029785
2016-02-02,T6,-3.1509132385253906,-4.466946601867676,0.9260188341140747,5.788567543029785
2016-02-02,T7,-3.1509132385253906,-4.466946601867676,0.9260188341140747,5.788567543029785
2016-02-02,T8,-3.1509132385253906,-4.466946601867676,0.9260188341140747,5.788567543029785
2016-02-02,T9,-3.1509132385253906,-4.466946601867676,0.9260188341140747,5.788567543029785
2016-02-02,T10,-3.1509132385253906,-4.466946601867676,0.9260188341140747,5.788567543029785
2016-02-02,T11,-3.1509132385253906,-4.466946601867676,0.9260188341140747,5.788567543029785
2016-02-02,T12,-3.1509132385253906,-4.466946601867676,0.9260188341140747,5.788567543029785
2016-02-02,T13,-3.1509132385253906,-4.466946601867676,0.9260188341140747,5.788567543029785
2016-02-02,T14,-3.1509132385253906,-4.466946601867676,0.9260188341140747,5.788567543029785
2016-02-02,T15,-3.1509132385253906,-4.466946601867676,0.9260188341140747,5.788567543029785
2016-02-02,T16,-3.1509132385253906,-4.466946601867676,0.9260188341140747,5.788567543029785
2016-02-02,T17,-3.1509132385253906,-4.466946601867676,0.9260188341140747,5.788567543029785
2016-02-02,T18,-3.1509132385253906,-4.466946601867676,0.9260188341140747,5.788567543029785
2016-02-02,T19,-3.1509132385253906,-4.466946601867676,0.9260188341140747,5.788567543029785
2016-02-12,T1,-2.8814783096313477,-1.485250473022461,0.6020116209983826,5.812045097351074
2016-02-12,T2,-2.8814783096313477,-1.485250473022461,0.6020116209983826,5.812045097351074
2016-02-12,T3,-2.8814783096313477,-1.485250473022461,0.6020116209983826,5.812045097351074
2016-02-12,T4,-2.8814783096313477,-1.485250473022461,0.6020116209983826,5.812045097351074
2016-02-12,T5,-2.8814783096313477,-1.485250473022461,0.6020116209983826,5.812045097351074
2016-02-12,T6,-2.8814783096313477,-1.485250473022461,0.6020116209983826,5.812045097351074
2016-02-12,T7,-2.8814783096313477,-1.485250473022461,0.6020116209983826,5.812045097351074
2016-02-12,T8,-2.8814783096313477,-1.485250473022461,0.6020116209983826,5.812045097351074
2016-02-12,T9,-2.8814783096313477,-1.485250473022461,0.6020116209983826,5.812045097351074
2016-02-12,T10,-2.8814783096313477,-1.485250473022461,0.6020116209983826,5.812045097351074
2016-02-12,T11,-2.8814783096313477,-1.485250473022461,0.6020116209983826,5.812045097351074
2016-02-12,T12,-2.8814783096313477,-1.485250473022461,0.6020116209983826,5.812045097351074
2016-02-12,T13,-2.8814783096313477,-1.485250473022461,0.6020116209983826,5.812045097351074
2016-02-12,T14,-2.8814783096313477,-1.485250473022461,0.6020116209983826,5.812045097351074
2016-02-12,T15,-2.8814783096313477,-1.485250473022461,0.6020116209983826,5.812045097351074
2016-02-12,T16,-2.8814783096313477,-1.485250473022461,0.6020116209983826,5.812045097351074
2016-02-12,T17,-2.8814783096313477,-1.485250473022461,0.6020116209983826,5.812045097351074
2016-02-12,T18,-2.8814783096313477,-1.485250473022461,0.6020116209983826,5.812045097351074
2016-02-12,T19,-2.8814783096313477,-1.485250473022461,0.6020116209983826,5.812045097351074
2016-03-18,T1,-3.6369781494140625,-1.2176074981689453,0.61457359790802,5.907286643981934
2016-03-18,T2,-3.6369781494140625,-1.2176074981689453,0.61457359790802,5.907286643981934
2016-03-18,T3,-3.6369781494140625,-1.2176074981689453,0.61457359790802,5.907286643981934
2016-03-18,T4,-3.6369781494140625,-1.2176074981689453,0.61457359790802,5.907286643981934
2016-03-18,T5,-3.6369781494140625,-1.2176074981689453,0.61457359790802,5.907286643981934
2016-03-18,T6,-3.6369781494140625,-1.2176074981689453,0.61457359790802,5.907286643981934
2016-03-18,T7,-3.6369781494140625,-1.2176074981689453,0.61457359790802,5.907286643981934
2016-03-18,T8,-3.6369781494140625,-1.2176074981689453,0.61457359790802,5.907286643981934
2016-03-18,T9,-3.6369781494140625,-1.2176074981689453,0.61457359790802,5.907286643981934
2016-03-18,T10,-3.6369781494140625,-1.2176074981689453,0.61457359790802,5.907286643981934
2016-03-18,T11,-3.6369781494140625,-1.2176074981689453,0.61457359790802,5.907286643981934
2016-03-18,T12,-3.6369781494140625,-1.2176074981689453,0.61457359790802,5.907286643981934
2016-03-18,T13,-3.6369781494140625,-1.2176074981689453,0.61457359790802,5.907286643981934
2016-03-18,T14,-3.6369781494140625,-1.2176074981689453,0.61457359790802,5.907286643981934
2016-03-18,T15,-3.6369781494140625,-1.2176074981689453,0.61457359790802,5.907286643981934
2016-03-18,T16,-3.6369781494140625,-1.2176074981689453,0.61457359790802,5.907286643981934
2016-03-18,T17,-3.6369781494140625,-1.2176074981689453,0.61457359790802,5.907286643981934
2016-03-18,T18,-3.6369781494140625,-1.2176074981689453,0.61457359790802,5.907286643981934
2016-03-18,T19,-3.6369781494140625,-1.2176074981689453,0.61457359790802,5.907286643981934
2016-03-23,T1,1.3494644165039062,1.2168684005737305,0.6706939935684204,7.72627067565918
2016-03-23,T2,1.3494644165039062,1.2168684005737305,0.6706939935684204,7.72627067565918
2016-03-23,T3,1.3494644165039062,1.2168684005737305,0.6706939935684204,7.72627067565918
2016-03-23,T4,1.3494644165039062,1.2168684005737305,0.6706939935684204,7.72627067565918
2016-03-23,T5,1.3494644165039062,1.2168684005737305,0.6706939935684204,7.72627067565918
2016-03-23,T6,1.3494644165039062,1.2168684005737305,0.6706939935684204,7.72627067565918
2016-03-23,T7,1.3494644165039062,1.2168684005737305,0.6706939935684204,7.72627067565918
2016-03-23,T8,1.3494644165039062,1.2168684005737305,0.6706939935684204,7.72627067565918
2016-03-23,T9,1.3494644165039062,1.2168684005737305,0.6706939935684204,7.72627067565918
2016-03-23,T10,1.3494644165039062,1.2168684005737305,0.6706939935684204,7.72627067565918
2016-03-23,T11,1.3494644165039062,1.2168684005737305,0.6706939935684204,7.72627067565918
2016-03-23,T12,1.3494644165039062,1.2168684005737305,0.6706939935684204,7.72627067565918
2016-03-23,T13,1.3494644165039062,1.2168684005737305,0.6706939935684204,7.72627067565918
2016-03-23,T14,1.3494644165039062,1.2168684005737305,0.6706939935684204,7.72627067565918
2016-03-23,T15,1.3494644165039062,1.2168684005737305,0.6706939935684204,7.72627067565918
2016-03-23,T16,1.3494644165039062,1.2168684005737305,0.6706939935684204,7.72627067565918
2016-03-23,T17,1.3494644165039062,1.2168684005737305,0.6706939935684204,7.72627067565918
2016-03-23,T18,1.3494644165039062,1.2168684005737305,0.6706939935684204,7.72627067565918
2016-03-23,T19,1.3494644165039062,1.2168684005737305,0.6706939935684204,7.72627067565918
2016-04-03,T1,-2.039968490600586,-0.5304085612297058,0.5939577221870422,7.294547080993652
2016-04-03,T2,-2.039968490600586,-0.5304085612297058,0.5939577221870422,7.294547080993652
2016-04-03,T3,-2.039968490600586,-0.5304085612297058,0.5939577221870422,7.294547080993652
2016-04-03,T4,-2.039968490600586,-0.5304085612297058,0.5939577221870422,7.294547080993652
2016-04-03,T5,-2.039968490600586,-0.5304085612297058,0.5939577221870422,7.294547080993652
2016-04-03,T6,-2.039968490600586,-0.5304085612297058,0.5939577221870422,7.294547080993652
2016-04-03,T7,-2.039968490600586,-0.5304085612297058,0.5939577221870422,7.294547080993652
2016-04-03,T8,-2.039968490600586,-0.5304085612297058,0.5939577221870422,7.294547080993652
2016-04-03,T9,-2.039968490600586,-0.5304085612297058,0.5939577221870422,7.294547080993652
2016-04-03,T10,-2.039968490600586,-0.5304085612297058,0.5939577221870422,7.294547080993652
2016-04-03,T11,-2.039968490600586,-0.5304085612297058,0.5939577221870422,7.294547080993652
2016-04-03,T12,-2.039968490600586,-0.5304085612297058,0.5939577221870422,7.294547080993652
2016-04-03,T13,-2.039968490600586,-0.5304085612297058,0.5939577221870422,7.294547080993652
2016-04-03,T14,-2.039968490600586,-0.5304085612297058,0.5939577221870422,7.294547080993652
2016-04-03,T15,-2.039968490600586,-0.5304085612297058,0.5939577221870422,7.294547080993652
2016-04-03,T16,-2.039968490600586,-0.5304085612297058,0.5939577221870422,7.294547080993652
2016-04-03,T17,-2.039968490600586,-0.5304085612297058,0.5939577221870422,7.294547080993652
2016-04-03,T18,-2.039968490600586,-0.5304085612297058,0.5939577221870422,7.294547080993652
2016-04-03,T19,-2.039968490600586,-0.5304085612297058,0.5939577221870422,7.294547080993652
2016-04-12,T1,-2.6501235961914062,2.843393325805664,0.7501572370529175,7.642810821533203
2016-04-12,T2,-2.6501235961914062,2.843393325805664,0.7501572370529175,7.642810821533203
2016-04-12,T3,-2.6501235961914062,2.843393325805664,0.7501572370529175,7.642810821533203
2016-04-12,T4,-2.6501235961914062,2.843393325805664,0.7501572370529175,7.642810821533203
2016-04-12,T5,-2.6501235961914062,2.843393325805664,0.7501572370529175,7.642810821533203
2016-04-12,T6,-2.6501235961914062,2.843393325805664,0.7501572370529175,7.642810821533203
2016-04-12,T7,-2.6501235961914062,2.843393325805664,0.7501572370529175,7.642810821533203
2016-04-12,T8,-2.6501235961914062,2.843393325805664,0.7501572370529175,7.642810821533203
2016-04-12,T9,-2.6501235961914062,2.843393325805664,0.7501572370529175,7.642810821533203
2016-04-12,T10,-2.6501235961914062,2.843393325805664,0.7501572370529175,7.642810821533203
2016-04-12,T11,-2.6501235961914062,2.843393325805664,0.7501572370529175,7.642810821533203
2016-04-12,T12,-2.6501235961914062,2.843393325805664,0.7501572370529175,7.642810821533203
2016-04-12,T13,-2.6501235961914062,2.843393325805664,0.7501572370529175,7.642810821533203
2016-04-12,T14,-2.6501235961914062,2.843393325805664,0.7501572370529175,7.642810821533203
2016-04-12,T15,-2.6501235961914062,2.843393325805664,0.7501572370529175,7.642810821533203
2016-04-12,T16,-2.6501235961914062,2.843393325805664,0.7501572370529175,7.642810821533203
2016-04-12,T17,-2.6501235961914062,2.843393325805664,0.7501572370529175,7.642810821533203
2016-04-12,T18,-2.6501235961914062,2.843393325805664,0.7501572370529175,7.642810821533203
2016-04-12,T19,-2.6501235961914062,2.843393325805664,0.7501572370529175,7.642810821533203
2016-04-22,T1,-2.3593082427978516,4.410126686096191,1.051473617553711,6.037324905395508
2016-04-22,T2,-2.3593082427978516,4.410126686096191,1.051473617553711,6.037324905395508
2016-04-22,T3,-2.3593082427978516,4.410126686096191,1.051473617553711,6.037324905395508
2016-04-22,T4,-2.3593082427978516,4.410126686096191,1.051473617553711,6.037324905395508
2016-04-22,T5,-2.3593082427978516,4.410126686096191,1.051473617553711,6.037324905395508
2016-04-22,T6,-2.3593082427978516,4.410126686096191,1.051473617553711,6.037324905395508
2016-04-22,T7,-2.3593082427978516,4.410126686096191,1.051473617553711,6.037324905395508
2016-04-22,T8,-2.3593082427978516,4.410126686096191,1.051473617553711,6.037324905395508
2016-04-22,T9,-2.3593082427978516,4.410126686096191,1.051473617553711,6.037324905395508
2016-04-22,T10,-2.3593082427978516,4.410126686096191,1.051473617553711,6.037324905395508
2016-04-22,T11,-2.3593082427978516,4.410126686096191,1.051473617553711,6.037324905395508
2016-04-22,T12,-2.3593082427978516,4.410126686096191,1.051473617553711,6.037324905395508
2016-04-22,T13,-2.3593082427978516,4.410126686096191,1.051473617553711,6.037324905395508
2016-04-22,T14,-2.3593082427978516,4.410126686096191,1.051473617553711,6.037324905395508
2016-04-22,T15,-2.3593082427978516,4.410126686096191,1.051473617553711,6.037324905395508
2016-04-22,T16,-2.3593082427978516,4.410126686096191,1.051473617553711,6.037324905395508
2016-04-22,T17,-2.3593082427978516,4.410126686096191,1.051473617553711,6.037324905395508
2016-04-22,T18,-2.3593082427978516,4.410126686096191,1.051473617553711,6.037324905395508
2016-04-22,T19,-2.3593082427978516,4.410126686096191,1.051473617553711,6.037324905395508
2016-06-06,T1,2.235311508178711,7.4774274826049805,1.6264028549194336,6.812215805053711
2016-06-06,T2,2.235311508178711,7.4774274826049805,1.6264028549194336,6.812215805053711
2016-06-06,T3,2.235311508178711,7.4774274826049805,1.6264028549194336,6.812215805053711
2016-06-06,T4,2.235311508178711,7.4774274826049805,1.6264028549194336,6.812215805053711
2016-06-06,T5,2.235311508178711,7.4774274826049805,1.6264028549194336,6.812215805053711
2016-06-06,T6,2.235311508178711,7.4774274826049805,1.6264028549194336,6.812215805053711
2016-06-06,T7,2.235311508178711,7.4774274826049805,1.6264028549194336,6.812215805053711
2016-06-06,T8,2.235311508178711,7.4774274826049805,1.6264028549194336,6.812215805053711
2016-06-06,T9,2.235311508178711,7.4774274826049805,1.6264028549194336,6.812215805053711
2016-06-06,T10,2.235311508178711,7.4774274826049805,1.6264028549194336,6.812215805053711
2016-06-06,T11,2.235311508178711,7.4774274826049805,1.6264028549194336,6.812215805053711
2016-06-06,T12,2.235311508178711,7.4774274826049805,1.6264028549194336,6.812215805053711
2016-06-06,T13,2.235311508178711,7.4774274826049805,1.6264028549194336,6.812215805053711
2016-06-06,T14,2.235311508178711,7.4774274826049805,1.6264028549194336,6.812215805053711
2016-06-06,T15,2.235311508178711,7.4774274826049805,1.6264028549194336,6.812215805053711
2016-06-06,T16,2.235311508178711,7.4774274826049805,1.6264028549194336,6.812215805053711
2016-06-06,T17,2.235311508178711,7.4774274826049805,1.6264028549194336,6.812215805053711
2016-06-06,T18,2.235311508178711,7.4774274826049805,1.6264028549194336,6.812215805053711
2016-06-06,T19,2.235311508178711,7.4774274826049805,1.6264028549194336,6.812215805053711
2016-06-11,T1,-0.5326460003852844,6.379983901977539,1.6037216186523438,7.456608772277832
2016-06-11,T2,-0.5326460003852844,6.379983901977539,1.6037216186523438,7.456608772277832
2016-06-11,T3,-0.5326460003852844,6.379983901977539,1.6037216186523438,7.456608772277832
2016-06-11,T4,-0.5326460003852844,6.379983901977539,1.6037216186523438,7.456608772277832
2016-06-11,T5,-0.5326460003852844,6.379983901977539,1.6037216186523438,7.456608772277832
2016-06-11,T6,-0.5326460003852844,6.379983901977539,1.6037216186523438,7.456608772277832
2016-06-11,T7,-0.5326460003852844,6.379983901977539,1.6037216186523438,7.456608772277832
2016-06-11,T8,-0.5326460003852844,6.379983901977539,1.6037216186523438,7.456608772277832
2016-06-11,T9,-0.5326460003852844,6.379983901977539,1.6037216186523438,7.456608772277832
2016-06-11,T10,-0.5326460003852844,6.379983901977539,1.6037216186523438,7.456608772277832
2016-06-11,T11,-0.5326460003852844,6.379983901977539,1.6037216186523438,7.456608772277832
2016-06-11,T12,-0.5326460003852844,6.379983901977539,1.6037216186523438,7.456608772277832
2016-06-11,T13,-0.5326460003852844,6.379983901977539,1.6037216186523438,7.456608772277832
2016-06-11,T14,-0.5326460003852844,6.379983901977539,1.6037216186523438,7.456608772277832
2016-06-11,T15,-0.5326460003852844,6.379983901977539,1.6037216186523438,7.456608772277832
2016-06-11,T16,-0.5326460003852844,6.379983901977539,1.6037216186523438,7.456608772277832
2016-06-11,T17,-0.5326460003852844,6.379983901977539,1.6037216186523438,7.456608772277832
2016-06-11,T18,-0.5326460003852844,6.379983901977539,1.6037216186523438,7.456608772277832
2016-06-11,T19,-0.5326460003852844,6.379983901977539,1.6037216186523438,7.456608772277832
2016-07-08,T1,-1.2922258377075195,7.5762834548950195,1.8008527755737305,7.362358093261719
2016-07-08,T2,-1.2922258377075195,7.5762834548950195,1.8008527755737305,7.362358093261719
2016-07-08,T3,-1.2922258377075195,7.5762834548950195,1.8008527755737305,7.362358093261719
2016-07-08,T4,-1.2922258377075195,7.5762834548950195,1.8008527755737305,7.362358093261719
2016-07-08,T5,-1.2922258377075195,7.5762834548950195,1.8008527755737305,7.362358093261719
2016-07-08,T6,-1.2922258377075195,7.5762834548950195,1.8008527755737305,7.362358093261719
2016-07-08,T7,-1.2922258377075195,7.5762834548950195,1.8008527755737305,7.362358093261719
2016-07-08,T8,-1.2922258377075195,7.5762834548950195,1.8008527755737305,7.362358093261719
2016-07-08,T9,-1.2922258377075195,7.5762834548950195,1.8008527755737305,7.362358093261719
2016-07-08,T10,-1.2922258377075195,7.5762834548950195,1.8008527755737305,7.362358093261719
2016-07-08,T11,-1.2922258377075195,7.5762834548950195,1.8008527755737305,7.362358093261719
2016-07-08,T12,-1.2922258377075195,7.5762834548950195,1.8008527755737305,7.362358093261719
2016-07-08,T13,-1.2922258377075195,7.5762834548950195,1.8008527755737305,7.362358093261719
2016-07-08,T14,-1.2922258377075195,7.5762834548950195,1.8008527755737305,7.362358093261719
2016-07-08,T15,-1.2922258377075195,7.5762834548950195,1.8008527755737305,7.362358093261719
2016-07-08,T16,-1.2922258377075195,7.5762834548950195,1.8008527755737305,7.362358093261719
2016-07-08,T17,-1.2922258377075195,7.5762834548950195,1.8008527755737305,7.362358093261719
2016-07-08,T18,-1.2922258377075195,7.5762834548950195,1.8008527755737305,7.362358093261719
2016-07-08,T19,-1.2922258377075195,7.5762834548950195,1.8008527755737305,7.362358093261719
2016-07-11,T1,0.6317070722579956,8.377408981323242,1.934183120727539,7.215366363525391
2016-07-11,T2,0.6317070722579956,8.377408981323242,1.934183120727539,7.215366363525391
2016-07-11,T3,0.6317070722579956,8.377408981323242,1.934183120727539,7.215366363525391
