dates,transect_id,longitude,latitude,reef_width_m,reef_slope_deg,reef_crest_elevation_m,reef_flat_mean_depth_m
2016-01-03 05:39:16+00:00,T1,72.89543736467495,5.248412765050122,167.57493961102466,1.8763799426079468,0.16684231,-1.6950066456396897
2016-01-03 05:39:16+00:00,T2,72.89521064824056,5.249136313152821,141.66235005476284,2.379679542218256,0.16684231,-3.323690537474533
2016-01-03 05:39:16+00:00,T3,72.89440816630139,5.2491781691013415,63.30509567838944,4.9449300712260245,0.16684231,-2.0945614461789486
2016-01-03 05:39:16+00:00,T4,72.89396750434663,5.249268505013404,51.474090441895456,5.421261826247324,0.16684231,-2.728712553302958
2016-01-03 05:39:16+00:00,T5,72.89368450055392,5.249230072375921,57.259270086901374,5.14609186909125,0.16684231,-2.2479019854249596
2016-01-03 05:39:16+00:00,T6,72.8934509568431,5.249220610849274,74.35465432753152,3.526608555527248,0.16684231,-2.569715442462818
2016-01-03 05:39:16+00:00,T7,72.89321592061728,5.249195180425385,94.83135326246934,2.5009366731300524,0.16684231,-2.5764407515736347
2016-01-03 05:39:16+00:00,T8,72.89288960325248,5.249190551061537,127.90352096727587,1.8327547268473061,0.16684231,-2.7027884049725106
2016-01-03 05:39:16+00:00,T9,72.8923489697569,5.249161037808426,184.73664913619072,1.2844868815316262,0.16684231,-2.822169479260752
2016-01-03 05:39:16+00:00,T10,72.8915343318418,5.2488009825064355,270.75436070301583,0.6885957526828116,0.16684231,-2.09005201194384
2016-01-03 05:39:16+00:00,T11,72.89184562932535,5.248254705083988,243.9051154452245,1.1442163944630594,0.16684231,-1.781535113550562
2016-01-03 05:39:16+00:00,T12,72.8924440279347,5.24809742216533,186.97372973697497,0.8946179302135713,0.16684231,-1.5461007676488043
2016-01-03 05:39:16+00:00,T13,72.89294684585842,5.2480225414912605,143.12771995686998,1.3211855979981368,0.16684231,-1.3153527782440886
2016-01-03 05:39:16+00:00,T14,72.89323177089561,5.2479772186402425,123.13155582036065,2.068687505734142,0.16684231,-1.0499643312238052
2016-01-03 05:39:16+00:00,T15,72.8934704430479,5.247966342882699,108.22445927824225,1.8510466074765537,0.16684231,-0.47373791651798774
2016-01-03 05:39:16+00:00,T16,72.89370382313943,5.247988398335648,95.03871433017375,1.0181925006411474,0.16684231,-0.2617714222863697
2016-01-03 05:39:16+00:00,T17,72.89402997606243,5.247942783152602,95.32204529435718,2.1532743606494686,0.16684231,-0.9893767079581137
2016-01-03 05:39:16+00:00,T18,72.8944801133358,5.247792770921812,124.88835696368679,2.278859278701581,0.16684231,-1.7212055984360246
2016-01-03 05:39:16+00:00,T19,72.89503044829631,5.24795022795586,150.13397875629948,1.7886497924573308,0.16684231,-1.4397118418265071
2016-01-23 05:39:10+00:00,T1,72.89542512151391,5.248423346162379,165.96393917573408,1.86240904384534,0.16684231,-1.672775486713561
2016-01-23 05:39:10+00:00,T2,72.89523330256064,5.249189790093977,145.7131665717443,2.6075844073747536,0.16684231,-3.5099170028815303
2016-01-23 05:39:10+00:00,T3,72.89441764780175,5.249246921533632,69.26493964726713,4.434092510859796,0.16684231,-2.4566819637222057
2016-01-23 05:39:10+00:00,T4,72.89396606802964,5.249311951126361,56.28076822678388,4.889296135598746,0.16684231,-2.89039650646193
2016-01-23 05:39:10+00:00,T5,72.89368114505369,5.249296937822255,63.68482961126817,4.535061750633389,0.16684231,-2.5772066711514605
2016-01-23 05:39:10+00:00,T6,72.89344868511182,5.249279680064698,78.76448365763333,3.06409406358401,0.16684231,-2.6606807739240823
2016-01-23 05:39:10+00:00,T7,72.89321451384329,5.249239124802243,97.28465270609925,2.280718927503933,0.16684231,-2.73380970999026
2016-01-23 05:39:10+00:00,T8,72.89288798407118,5.249227041534847,129.4784039790504,1.741789874716096,0.16684231,-2.702807534088962
2016-01-23 05:39:10+00:00,T9,72.89235254537505,5.249142107667432,183.91141798404666,1.3160610255250564,0.16684231,-2.8058905407789125
2016-01-23 05:39:10+00:00,T10,72.89076421705705,5.249287916138863,360.1384238905522,0.5218754381587373,0.16684231,-3.2954083352084624
2016-01-23 05:39:10+00:00,T11,72.89188324532472,5.248280780265859,239.15559907543675,1.0138067218347913,0.16684231,-1.6953451807535367
2016-01-23 05:39:10+00:00,T12,72.89245616444508,5.248186406648511,181.8372473790114,0.8687062720924197,0.16684231,-1.4759983082904546
2016-01-23 05:39:10+00:00,T13,72.89295311414139,5.248125186808228,136.00221741347198,1.1396652354427603,0.16684231,-1.1746704851127259
2016-01-23 05:39:10+00:00,T14,72.89323302886193,5.248013892836866,120.05838299696669,2.0021736065146927,0.16684231,-0.9820727313663774
2016-01-23 05:39:10+00:00,T15,72.89347099121423,5.247977530887507,107.13673198086705,1.7052917091187259,0.16684231,-0.4413402244132642
2016-01-23 05:39:10+00:00,T16,72.89369893541576,5.24793351288505,100.97485833615626,1.8108650012945473,0.16684231,-0.4169514289087564
2016-01-23 05:39:10+00:00,T17,72.89401632448626,5.247867924833063,103.51032301543694,2.3507228400079603,0.16684231,-1.1563604680321105
2016-01-23 05:39:10+00:00,T18,72.8944958747921,5.247717732782475,133.10991419138819,2.1446155377802842,0.16684231,-1.9442148555947645
