dates,transect_id,longitude,latitude,reef_width_m,reef_slope_deg,reef_crest_elevation_m,reef_flat_mean_depth_m
2016-01-03 05:39:16+00:00,T1,72.89541274657286,5.248593647282801,160.8671155498974,1.7307162113611696,0.16684231,-1.8560101115657175
2016-01-03 05:39:16+00:00,T2,72.89528484620243,5.2491919601417205,151.25286524952847,2.7165248197946714,0.16684231,-3.595928478319001
2016-01-03 05:39:16+00:00,T3,72.89442060213878,5.249273665594256,71.6155568882589,4.210975333549111,0.16684231,-2.575107464574826
2016-01-03 05:39:16+00:00,T4,72.8940183531116,5.249315815152657,56.88308299926829,4.799806960699505,0.16684231,-2.8827313230299687
2016-01-03 05:39:16+00:00,T5,72.89372410701134,5.2492981946056,61.49408068148481,4.65498482421617,0.16684231,-2.5659601106485774
2016-01-03 05:39:16+00:00,T6,72.89349308908284,5.249214839468408,70.33812796752518,3.7383345445063965,0.16684231,-2.480998235883441
2016-01-03 05:39:16+00:00,T7,72.89326109478422,5.249235003581596,92.59908667923077,2.577909482718224,0.16684231,-2.7432994671186814
2016-01-03 05:39:16+00:00,T8,72.89288439327849,5.249304140015678,133.1651244309758,1.5790554803864185,0.16684231,-2.7858709799048142
2016-01-03 05:39:16+00:00,T9,72.89222800121856,5.249297218927361,201.40988000255183,1.3249503995965393,0.16684231,-3.0206216784280935
2016-01-03 05:39:16+00:00,T10,72.89153523511973,5.248916926476396,270.9465378839344,0.9363064617679788,0.16684231,-2.512301188878101
2016-01-03 05:39:16+00:00,T11,72.89161101011884,5.248256770480426,269.12354398418,1.1082303626071097,0.16684231,-2.0037482576985743
2016-01-03 05:39:16+00:00,T12,72.89240014551586,5.247960128490924,198.08097383971523,1.1052164854523836,0.16684231,-1.7269401460079996
2016-01-03 05:39:16+00:00,T13,72.89292369754412,5.24790391757176,153.3453575575199,1.739121124190026,0.16684231,-1.612521532494493
2016-01-03 05:39:16+00:00,T14,72.8932704747605,5.247949387259578,122.64902688369564,2.1835941542923467,0.16684231,-1.003372394865588
2016-01-03 05:39:16+00:00,T15,72.89349724192321,5.247958760781857,107.44188638641502,1.8887247221587011,0.16684231,-0.47300764036068654
